dataset_split,sample_name,region_id,area,perimeter,log_area,log_perimeter,circularity,bbox_min_row,bbox_max_row,bbox_min_col,bbox_max_col,bbox_width,bbox_height,bbox_area,extent,centroid_row,centroid_col
train,sample_0014,13,38,28,3.6375861597263857,3.332204510175204,0.6090842899816945,22,31,124,127,4,10,40,0.95,26.736842105263158,125.44736842105263
train,sample_0014,14,3572,314,8.18088094199639,5.749392985908253,0.4552626458932509,32,127,78,127,50,96,4800,0.7441666666666666,86.42693169092945,107.17581187010079
train,sample_0015,1,11344,612,9.336444248771908,6.416732282512326,0.38060390301083574,0,119,0,127,128,120,15360,0.7385416666666667,47.30342031029619,67.54962976022567
train,sample_0015,2,512,106,6.238324625039508,4.663439094112067,0.5726220856667761,43,69,104,127,24,27,648,0.7901234567901234,55.599609375,116.81640625
train,sample_0015,3,2452,290,7.804659297056102,5.66988092298052,0.3663821729656206,66,127,0,62,63,62,3906,0.6277521761392729,93.9600326264274,27.578303425774877
train,sample_0015,4,706,124,6.559615237493242,4.820281565605037,0.5769938640568142,112,127,8,53,46,16,736,0.9592391304347826,119.57790368271955,29.58215297450425
train,sample_0015,5,636,134,6.455198563340122,4.897839799950911,0.44509978340011325,104,127,52,89,38,24,912,0.6973684210526315,117.85849056603773,69.562893081761
train,sample_0015,6,184,72,5.214935757608986,4.276666119016055,0.44602858662077305,118,127,86,110,25,10,250,0.736,123.25,96.1304347826087
train,sample_0015,7,229,76,5.43372200355424,4.330733340286331,0.49821656348480786,99,119,104,119,16,21,336,0.6815476190476191,108.9650655021834,111.29694323144105
train,sample_0015,8,321,96,5.771441123130016,4.564348191467836,0.4376958514767029,104,127,105,127,23,24,552,0.5815217391304348,118.08722741433021,119.5233644859813
train,sample_0016,1,9744,534,9.184406989949679,6.280395838960195,0.4294025560265812,0,127,0,105,106,128,13568,0.7181603773584906,73.78961412151067,44.51867816091954
train,sample_0016,2,4964,414,8.509967146324497,6.025865973825314,0.36394935546733254,0,80,24,127,104,81,8424,0.5892687559354226,28.32614826752619,85.72461724415794
train,sample_0016,3,1634,208,7.3987862754199485,5.337538079701318,0.4746082096861799,80,127,76,127,52,48,2496,0.6546474358974359,107.40391676866585,108.88188494492044
train,sample_0016,4,42,40,3.7376696182833684,3.6888794541139363,0.3298672286269283,122,127,69,81,13,6,78,0.5384615384615384,125.45238095238095,74.85714285714286
train,sample_0017,1,700,154,6.551080335043404,5.0369526024136295,0.3709082235643203,0,41,0,29,30,42,1260,0.5555555555555556,21.94142857142857,9.75
train,sample_0017,2,9128,610,9.119101891541911,6.413458957167357,0.3082661407360132,0,127,8,127,120,128,15360,0.5942708333333333,47.4580411919369,84.2739921121823
train,sample_0017,3,310,94,5.736572297479192,4.543294782270004,0.44087538370884377,32,49,4,29,26,18,468,0.6623931623931624,41.05161290322581,18.174193548387098
train,sample_0017,4,5409,422,8.595819511871428,6.045005314036012,0.3816822322784122,42,127,0,107,108,86,9288,0.5823643410852714,96.12553152153818,40.82880384544278
train,sample_0017,5,614,154,6.419994928147142,5.0369526024136295,0.32533949895498954,40,77,26,60,35,38,1330,0.4616541353383459,55.615635179153095,41.306188925081436
train,sample_0017,6,13,16,2.5649493574615367,2.772588722239781,0.6381360077604268,58,61,58,61,4,4,16,0.8125,59.84615384615385,59.53846153846154
train,sample_0017,7,118,58,4.770684624465665,4.060443010546419,0.4407942129888176,113,127,0,13,14,15,210,0.5619047619047619,122.27118644067797,4.635593220338983
train,sample_0017,8,57,34,4.04305126783455,3.5263605246161616,0.6196220804658069,98,106,120,127,8,9,72,0.7916666666666666,102.05263157894737,123.47368421052632
train,sample_0017,9,20,28,2.995732273553991,3.332204510175204,0.320570678937734,106,110,122,127,6,5,30,0.6666666666666666,107.45,124.35
train,sample_0017,10,15,20,2.70805020110221,2.995732273553991,0.4712388980384689,121,124,106,111,6,4,24,0.625,122.6,108.06666666666666
train,sample_0018,1,580,148,6.363028103540465,4.997212273764115,0.33274721312674943,0,41,0,24,25,42,1050,0.5523809523809524,14.498275862068965,8.236206896551725
train,sample_0018,2,829,174,6.720220155135295,5.159055299214529,0.3440851248283708,3,41,11,45,35,39,1365,0.6073260073260073,23.332931242460795,27.700844390832327
train,sample_0018,3,876,164,6.775366090936392,5.099866427824199,0.40928542006910457,0,31,25,70,46,32,1472,0.595108695652174,12.514840182648403,51.10616438356164
train,sample_0018,4,124,56,4.820281565605037,4.02535169073515,0.49688455235348766,28,43,6,17,12,16,192,0.6458333333333334,36.12096774193548,11.024193548387096
train,sample_0018,5,63,40,4.143134726391533,3.6888794541139363,0.49480084294039245,24,34,39,46,8,11,88,0.7159090909090909,28.365079365079364,42.38095238095238
train,sample_0018,6,201,72,5.303304908059076,4.276666119016055,0.4872377495150837,37,59,0,11,12,23,276,0.7282608695652174,50.1044776119403,4.711442786069652
train,sample_0018,7,3154,364,8.056426767522984,5.8971538676367405,0.2991360714111281,33,119,0,71,72,87,6264,0.5035121328224776,82.81198478123018,29.18991756499683
train,sample_0018,8,8,12,2.0794415416798357,2.4849066497880004,0.6981317007977318,58,59,10,13,4,2,8,1.0,58.5,11.5
train,sample_0018,9,6507,480,8.780633799494984,6.173786103901937,0.35490179508522196,0,103,32,127,96,104,9984,0.6517427884615384,52.35116028891962,82.58075918241893
train,sample_0018,10,54,34,3.9889840465642745,3.5263605246161616,0.5870103920202381,0,8,68,74,7,9,63,0.8571428571428571,3.740740740740741,70.75925925925925
train,sample_0018,11,477,114,6.1675164908883415,4.736198448394496,0.46123105440514967,0,29,102,127,26,30,780,0.6115384615384616,10.125786163522013,117.40670859538784
train,sample_0018,12,45,36,3.8066624897703196,3.58351893845611,0.4363323129985824,14,19,102,113,12,6,72,0.625,17.4,107.4888888888889
train,sample_0018,13,269,110,5.594711379601839,4.700480365792417,0.27936807398864605,44,84,117,127,11,41,451,0.5964523281596452,61.814126394052046,123.7360594795539
train,sample_0018,14,931,150,6.836259277277067,5.0106352940962555,0.5199684907541506,102,127,0,44,45,26,1170,0.7957264957264957,116.45542427497314,19.856068743286787
train,sample_0018,15,126,56,4.836281906951478,4.02535169073515,0.504898819326931,113,127,41,53,13,15,195,0.6461538461538462,120.4047619047619,47.214285714285715
train,sample_0018,16,2140,258,7.668561108015897,5.552959584921617,0.4040026608185901,84,127,52,127,76,44,3344,0.6399521531100478,110.74392523364486,98.59766355140187
train,sample_0019,1,14401,524,9.575052927597383,6.261491684321042,0.6590827429104745,0,127,0,127,128,128,16384,0.87896728515625,56.82737309909034,59.20734671203389
train,sample_0019,2,128,58,4.852030263919617,4.060443010546419,0.47814965476753096,114,127,0,14,15,14,210,0.6095238095238096,122.0703125,4.8671875
train,sample_0019,3,1165,174,7.060476365999801,5.159055299214529,0.483545440802234,89,127,88,127,40,39,1560,0.7467948717948718,107.94077253218884,110.606008583691
train,sample_0019,4,690,128,6.536691597591305,4.852030263919617,0.5292233718205462,100,127,68,103,36,28,1008,0.6845238095238095,116.86521739130434,84.43478260869566
train,sample_0020,1,574,116,6.352629396319567,4.7535901911063645,0.5360505895245367,0,27,0,26,27,28,756,0.7592592592592593,11.360627177700348,10.857142857142858
train,sample_0020,2,3018,284,8.012349639327795,5.648974238161206,0.4702106044700454,0,51,19,95,77,52,4004,0.7537462537462537,21.050364479787937,61.44864148442677
train,sample_0020,3,1391,268,7.237778191923443,5.5909869805108565,0.24337020389526634,20,61,2,67,66,42,2772,0.5018037518037518,43.72106398274622,30.457225017972682
train,sample_0020,4,190,80,5.247024072160486,4.382026634673881,0.37306412761378793,28,57,0,9,10,30,300,0.6333333333333333,40.9,3.1894736842105265
train,sample_0020,5,6314,428,8.750524669117937,6.059123195581797,0.4331386150486059,52,127,0,106,107,76,8132,0.7764387604525332,91.16202090592334,44.754038644282545
train,sample_0020,6,2480,260,7.8160138391590275,5.560681631015528,0.46101477993507023,0,75,82,127,46,76,3496,0.7093821510297483,36.13346774193548,109.5758064516129
train,sample_0020,7,226,72,5.420534999272286,4.276666119016055,0.5478394596537757,50,64,64,83,20,15,300,0.7533333333333333,57.23893805309734,72.79646017699115
train,sample_0020,8,1937,240,7.5688956634069955,5.480638923341991,0.422587845139127,73,127,80,127,48,55,2640,0.7337121212121213,104.81104801239029,105.50851832731027
train,sample_0020,9,193,82,5.262690188904886,4.406719247264253,0.3606944569558775,65,89,114,127,14,25,350,0.5514285714285714,76.75647668393782,122.27461139896373
train,sample_0020,10,51,34,3.9318256327243257,3.5263605246161616,0.5543987035746694,84,91,116,124,9,8,72,0.7083333333333334,88.31372549019608,119.84313725490196
train,sample_0020,11,10,14,2.302585092994046,2.6390573296152584,0.641141357875468,126,127,85,89,5,2,10,1.0,126.5,87.0
train,sample_0021,1,1632,210,7.397561535524052,5.3471075307174685,0.46504119824567275,0,46,0,47,48,47,2256,0.723404255319149,19.113970588235293,18.667892156862745
train,sample_0021,2,22,24,3.091042453358316,3.1780538303479458,0.47996554429844057,9,14,37,42,6,6,36,0.6111111111111112,11.318181818181818,39.72727272727273
train,sample_0021,3,404,104,6.0014148779611505,4.6443908991413725,0.4693799674742147,0,27,40,61,22,28,616,0.6558441558441559,12.841584158415841,50.74009900990099
train,sample_0021,4,14129,576,9.555984701765809,6.3561076606958915,0.535150976593487,0,127,0,127,128,128,16384,0.86236572265625,70.32514686106589,69.70705640880459
train,sample_0021,5,197,66,5.2832037287379885,4.189654742026425,0.5683138225502197,44,59,12,27,16,16,256,0.76953125,51.41624365482234,18.548223350253807
train,sample_0022,1,2448,230,7.803026643632217,5.438079308923196,0.5815212715302694,0,63,0,50,51,64,3264,0.75,28.32598039215686,19.33986928104575
train,sample_0022,2,61,38,4.110873864173311,3.6375861597263857,0.5308508362021535,0,6,46,57,12,7,84,0.7261904761904762,2.2131147540983607,51.77049180327869
train,sample_0022,3,10962,636,9.302190025606063,6.455198563340122,0.34055356462018227,0,127,0,127,128,128,16384,0.6690673828125,61.19193577814267,65.89490968801313
train,sample_0022,4,156,62,5.049856007249537,4.127134385045092,0.5099775795629633,13,27,44,59,16,15,240,0.65,20.71153846153846,51.17307692307692
train,sample_0022,5,2272,238,7.7284157798410416,5.472270673671475,0.5040391574716482,86,127,60,127,68,42,2856,0.7955182072829131,109.6131161971831,97.19102112676056
train,sample_0022,6,173,68,5.153291594497779,4.219507705176107,0.47015184175694996,108,124,48,63,16,17,272,0.6360294117647058,116.17341040462428,56.24277456647399
train,sample_0022,7,9,14,2.1972245773362196,2.6390573296152584,0.5770272220879212,114,117,45,47,3,4,12,0.75,115.66666666666667,46.333333333333336
train,sample_0022,8,48,32,3.871201010907891,3.4657359027997265,0.5890486225480862,122,127,50,59,10,6,60,0.8,124.97916666666667,54.770833333333336
train,sample_0022,9,2,6,0.6931471805599453,1.791759469228055,0.6981317007977318,78,78,82,83,2,1,2,1.0,78.0,82.5
train,sample_0022,10,192,76,5.2574953720277815,4.330733340286331,0.41771869078202234,76,89,90,111,22,14,308,0.6233766233766234,83.60416666666667,101.875
train,sample_0022,11,46,34,3.828641396489095,3.5263605246161616,0.5000458894987214,65,72,97,105,9,8,72,0.6388888888888888,68.26086956521739,100.84782608695652
train,sample_0022,12,15,20,2.70805020110221,2.995732273553991,0.4712388980384689,89,93,105,109,5,5,25,0.6,90.86666666666666,106.73333333333333
train,sample_0023,1,1573,188,7.360739903058278,5.236441962829949,0.5592717569145252,0,46,0,43,44,47,2068,0.7606382978723404,18.837889383343928,18.71900826446281
train,sample_0023,2,10,14,2.302585092994046,2.6390573296152584,0.641141357875468,0,1,41,45,5,2,10,1.0,0.5,43.0
train,sample_0023,3,831,160,6.7226297948554485,5.075173815233827,0.4079161711145497,0,25,40,89,50,26,1300,0.6392307692307693,9.548736462093864,61.623345367027675
train,sample_0023,4,302,104,5.71042701737487,4.6443908991413725,0.350873144003002,24,43,26,54,29,20,580,0.5206896551724138,34.66887417218543,39.950331125827816
train,sample_0023,5,1780,280,7.484368643286131,5.634789603169249,0.28530790425458324,0,52,46,110,65,53,3445,0.5166908563134979,26.379775280898876,78.15842696629214
train,sample_0023,6,15,20,2.70805020110221,2.995732273553991,0.4712388980384689,39,44,0,3,4,6,24,0.625,41.4,1.0
train,sample_0023,7,9953,550,9.205629292246064,6.309918278226516,0.41346474950319617,40,127,0,127,128,88,11264,0.8836115056818182,88.2337988546167,62.08881744197729
train,sample_0023,8,337,104,5.820082930352362,4.6443908991413725,0.39153725009606516,40,59,27,54,28,20,560,0.6017857142857143,48.96439169139466,43.27299703264095
train,sample_0023,9,832,146,6.723832440821209,4.983606621708336,0.4904869746268921,0,39,100,127,28,40,1120,0.7428571428571429,18.72596153846154,115.2920673076923
train,sample_0023,10,236,96,5.4638318050256105,4.564348191467836,0.3217950808364545,26,53,110,127,18,28,504,0.46825396825396826,41.33050847457627,121.15677966101696
train,sample_0023,11,250,82,5.521460917862246,4.406719247264253,0.4672207991656444,36,53,84,104,21,18,378,0.6613756613756614,45.16,93.796
train,sample_0023,12,51,32,3.9318256327243257,3.4657359027997265,0.6258641614573416,32,39,95,102,8,8,64,0.796875,35.411764705882355,98.56862745098039
train,sample_0023,13,58,38,4.060443010546419,3.6375861597263857,0.504743418028277,49,56,77,87,11,8,88,0.6590909090909091,52.37931034482759,82.37931034482759
train,sample_0023,14,60,38,4.0943445622221,3.6375861597263857,0.5221483634775279,34,42,102,110,9,9,81,0.7407407407407407,37.1,105.76666666666667
train,sample_0023,15,27,26,3.295836866004329,3.258096538021482,0.5019112523486652,40,45,104,110,7,6,42,0.6428571428571429,43.25925925925926,107.29629629629629
train,sample_0023,16,30,28,3.4011973816621555,3.332204510175204,0.48085601840660097,54,61,122,127,6,8,48,0.625,57.56666666666667,125.33333333333333
train,sample_0023,17,3,8,1.0986122886681098,2.0794415416798357,0.5890486225480862,81,82,126,127,2,2,4,0.75,81.66666666666667,126.66666666666667
train,sample_0023,18,36,32,3.58351893845611,3.4657359027997265,0.44178646691106466,86,94,119,125,7,9,63,0.5714285714285714,89.97222222222223,122.0
train,sample_0024,1,604,112,6.403574197934815,4.718498871295094,0.6050771564949728,0,30,0,23,24,31,744,0.8118279569892473,12.597682119205299,10.385761589403973
train,sample_0024,2,2022,260,7.611842399580417,5.560681631015528,0.37587576009222257,0,55,21,75,55,56,3080,0.6564935064935065,21.712660731948567,46.57715133531157
train,sample_0024,3,163,58,5.093750200806762,4.060443010546419,0.6088937009930276,28,43,0,11,12,16,192,0.8489583333333334,35.423312883435585,4.822085889570552
train,sample_0024,4,216,80,5.375278407684165,4.382026634673881,0.42411500823462206,18,39,13,29,17,22,374,0.5775401069518716,27.74537037037037,20.837962962962962
train,sample_0024,5,1286,196,7.1592919047975645,5.278114659230517,0.420667237871353,31,83,0,39,40,53,2120,0.6066037735849057,58.576982892690516,15.100311041990668
train,sample_0024,6,2985,340,8.001355025826703,5.8289456176102075,0.32448630003340945,0,73,48,119,72,74,5328,0.5602477477477478,39.97721943048576,83.39564489112227
train,sample_0024,7,4676,340,8.450198322591959,5.8289456176102075,0.5083075172382655,56,127,0,85,86,72,6192,0.7551679586563308,98.20701454234388,41.446535500427714
train,sample_0024,8,52,34,3.9512437185814275,3.5263605246161616,0.565269266389859,0,5,67,77,11,6,66,0.7878787878787878,1.9230769230769231,72.0
train,sample_0024,9,1154,188,7.050989447068045,5.236441962829949,0.4102985425806498,0,55,95,127,33,56,1848,0.6244588744588745,20.98526863084922,115.24350086655113
train,sample_0024,10,3226,266,8.078998258685154,5.583496308781699,0.5729423879518725,56,127,73,127,55,72,3960,0.8146464646464646,92.65654060756354,104.07656540607563
train,sample_0025,1,2464,308,7.80954132465341,5.730099782973574,0.32639923673660187,0,43,0,75,76,44,3344,0.7368421052631579,19.8887987012987,33.383116883116884
train,sample_0025,2,64,38,4.1588830833596715,3.6375861597263857,0.5569582543760299,0,7,44,54,11,8,88,0.7272727272727273,2.609375,49.046875
train,sample_0025,3,90,44,4.499809670330265,3.784189633918261,0.5841804521138045,5,14,42,53,12,10,120,0.75,9.733333333333333,47.12222222222222
train,sample_0025,4,11670,552,9.364776725280601,6.313548046277095,0.481285263959684,24,127,0,127,128,104,13312,0.8766526442307693,81.49348757497857,64.1419880034276
train,sample_0025,5,5,10,1.6094379124341003,2.302585092994046,0.6283185307179586,53,54,0,2,3,2,6,0.8333333333333334,53.4,0.8
train,sample_0025,6,373,104,5.921578419643816,4.6443908991413725,0.4333631877917873,0,14,64,95,32,15,480,0.7770833333333333,5.517426273458445,79.92761394101876
train,sample_0025,7,568,144,6.342121418721152,4.969813299576001,0.34421771358777054,9,33,68,111,44,25,1100,0.5163636363636364,19.924295774647888,87.18133802816901
train,sample_0025,8,19,20,2.9444389791664403,2.995732273553991,0.5969026041820606,10,13,91,96,6,4,24,0.7916666666666666,11.736842105263158,93.3157894736842
train,sample_0025,9,165,68,5.10594547390058,4.219507705176107,0.4484107161265708,29,43,67,85,19,15,285,0.5789473684210527,35.842424242424244,76.55757575757576
train,sample_0025,10,609,114,6.411818267709897,4.736198448394496,0.5888673210329899,0,23,96,127,32,24,768,0.79296875,9.489326765188833,113.22495894909687
train,sample_0025,11,206,70,5.327876168789581,4.248495242049359,0.5283004788893856,21,39,112,127,16,19,304,0.6776315789473685,29.635922330097088,121.09708737864078
train,sample_0025,12,74,48,4.30406509320417,3.871201010907891,0.4036073895236887,39,49,64,76,13,11,143,0.5174825174825175,43.21621621621622,69.08108108108108
train,sample_0025,13,12,16,2.4849066497880004,2.772588722239781,0.5890486225480862,53,55,123,127,5,3,15,0.8,54.083333333333336,125.41666666666667
train,sample_0025,14,52,40,3.9512437185814275,3.6888794541139363,0.4084070449666731,55,62,116,127,12,8,96,0.5416666666666666,58.0,121.51923076923077
train,sample_0025,15,13,18,2.5649493574615367,2.8903717578961645,0.5042062283539175,58,62,124,127,4,5,20,0.65,60.0,125.6923076923077
train,sample_0026,1,3139,302,8.051659556841953,5.71042701737487,0.4325011771246156,0,95,0,47,48,96,4608,0.6812065972222222,52.817776361898694,18.735266008282892
train,sample_0026,2,584,116,6.369900982828227,4.7535901911063645,0.5453894499692149,0,23,8,39,32,24,768,0.7604166666666666,11.28595890410959,23.21746575342466
train,sample_0026,3,255,82,5.541263545158426,4.406719247264253,0.47656521514895733,0,20,34,51,18,21,378,0.6746031746031746,9.435294117647059,41.70980392156863
train,sample_0026,4,39,32,3.6635616461296463,3.4657359027997265,0.47860200582032003,0,6,45,53,9,7,63,0.6190476190476191,2.1538461538461537,49.256410256410255
train,sample_0026,5,3871,306,8.261268150577648,5.723585101952381,0.5195055389827028,0,53,38,127,90,54,4860,0.7965020576131687,23.691294239214674,85.70550245414621
train,sample_0026,6,5009,408,8.518991573357617,6.0112671744041615,0.3781295079255881,48,127,0,103,104,80,8320,0.6020432692307692,97.07586344579757,51.34477939708525
train,sample_0026,7,3274,320,8.09376775793108,5.768320995793772,0.4017802479630071,40,127,71,127,57,88,5016,0.6527113237639554,79.93616371411117,105.93372021991448
train,sample_0026,8,15,18,2.70805020110221,2.8903717578961645,0.5817764173314431,120,123,68,72,5,4,20,0.75,121.26666666666667,69.46666666666667
train,sample_0026,9,40,30,3.6888794541139363,3.4011973816621555,0.5585053606381855,121,127,69,76,8,7,56,0.7142857142857143,124.6,72.95
train,sample_0026,10,158,60,5.062595033026967,4.0943445622221,0.5515240436302081,112,127,92,105,14,16,224,0.7053571428571429,120.45569620253164,99.4873417721519
train,sample_0027,1,2085,232,7.642524134232902,5.44673737166631,0.4867881006788584,0,55,0,55,56,56,3136,0.6648596938775511,21.423980815347722,21.104556354916067
train,sample_0027,2,5309,424,8.57715877258367,6.049733455231958,0.37109993320372486,0,87,44,127,84,88,7392,0.7182088744588745,42.54473535505745,86.18591071764928
train,sample_0027,3,38,30,3.6375861597263857,3.4011973816621555,0.5305800926062761,22,27,35,43,9,6,54,0.7037037037037037,25.236842105263158,38.94736842105263
train,sample_0027,4,1061,192,6.966967138613983,5.2574953720277815,0.3616785813214812,28,85,32,57,26,58,1508,0.7035809018567639,53.35721017907634,42.40999057492931
train,sample_0027,5,1786,206,7.487733761436444,5.327876168789581,0.5288796756820973,48,111,0,34,35,64,2240,0.7973214285714286,77.02631578947368,15.337066069428891
train,sample_0027,6,64,44,4.1588830833596715,3.784189633918261,0.41541721039203877,0,12,89,97,9,13,117,0.5470085470085471,5.484375,92.890625
train,sample_0027,7,12,16,2.4849066497880004,2.772588722239781,0.5890486225480862,0,2,94,98,5,3,15,0.8,0.75,96.08333333333333
train,sample_0027,8,338,100,5.823045895483019,4.605170185988092,0.42474332676534005,0,17,96,127,32,18,576,0.5868055555555556,6.328402366863905,109.35502958579882
train,sample_0027,9,236,80,5.4638318050256105,4.382026634673881,0.4633849164044945,3,24,110,127,18,22,396,0.5959595959595959,13.991525423728813,120.26271186440678
train,sample_0027,10,3272,308,8.093156697722637,5.730099782973574,0.43343275267944864,76,127,0,95,96,52,4992,0.655448717948718,107.67940097799512,50.63539119804401
train,sample_0027,11,15,16,2.70805020110221,2.772588722239781,0.7363107781851077,81,84,34,37,4,4,16,0.9375,82.6,35.4
train,sample_0027,12,78,46,4.356708826689592,3.828641396489095,0.4632216010964156,85,93,33,46,14,9,126,0.6190476190476191,88.47435897435898,38.84615384615385
train,sample_0027,13,1372,200,7.22402480828583,5.298317366548036,0.43102651207251963,68,113,84,127,44,46,2024,0.6778656126482213,91.34985422740525,105.13192419825073
train,sample_0027,14,37,32,3.6109179126442243,3.4657359027997265,0.4540583132141498,65,74,98,103,6,10,60,0.6166666666666667,69.56756756756756,100.62162162162163
train,sample_0027,15,390,114,5.966146739123692,4.736198448394496,0.3771071514004368,106,127,92,119,28,22,616,0.6331168831168831,118.9076923076923,106.17692307692307
train,sample_0027,16,39,28,3.6635616461296463,3.332204510175204,0.6251128239285813,122,127,86,93,8,6,48,0.8125,125.0,89.61538461538461
train,sample_0027,17,50,36,3.912023005428146,3.58351893845611,0.484813681109536,104,113,110,117,8,10,80,0.625,108.0,113.44
train,sample_0027,18,38,28,3.6375861597263857,3.332204510175204,0.6090842899816945,106,115,124,127,4,10,40,0.95,110.73684210526316,125.44736842105263
train,sample_0027,19,164,68,5.099866427824199,4.219507705176107,0.44569307542277337,108,127,114,127,14,20,280,0.5857142857142857,119.96341463414635,121.71951219512195
train,sample_0028,1,8385,528,9.034199674257309,6.269096283706261,0.3779593434393712,0,89,0,125,126,90,11340,0.7394179894179894,37.40023852116875,54.05855694692904
train,sample_0028,2,55,38,4.007333185232471,3.6375861597263857,0.47863599985440064,0,5,98,110,13,6,78,0.7051282051282052,1.690909090909091,103.92727272727272
train,sample_0028,3,593,138,6.385194398997726,4.927253685157205,0.39129687955865305,0,45,109,127,19,46,874,0.6784897025171625,19.0,120.39966273187184
train,sample_0028,4,21,24,3.044522437723423,3.1780538303479458,0.45814892864851153,22,26,106,111,6,5,30,0.7,24.142857142857142,107.95238095238095
train,sample_0028,5,77,44,4.343805421853684,3.784189633918261,0.4997988312529216,50,62,74,82,9,13,117,0.6581196581196581,55.35064935064935,77.75324675324676
train,sample_0028,6,3448,356,8.145549631783584,5.87493073085203,0.3418827000876659,52,127,44,119,76,76,5776,0.5969529085872576,98.20388631090488,82.77204176334106
train,sample_0028,7,11,16,2.3978952727983707,2.772588722239781,0.5399612373357456,45,50,126,127,2,6,12,0.9166666666666666,47.72727272727273,126.54545454545455
train,sample_0028,8,544,124,6.298949246855942,4.820281565605037,0.44459583859335267,51,85,105,127,23,35,805,0.675776397515528,71.02941176470588,118.11764705882354
train,sample_0028,9,67,42,4.204692619390966,3.7376696182833684,0.4772941219739595,73,85,0,7,8,13,104,0.6442307692307693,79.4776119402985,2.5522388059701493
train,sample_0028,10,222,80,5.402677381872279,4.382026634673881,0.43589598068558383,77,92,6,28,23,16,368,0.6032608695652174,84.31981981981981,15.283783783783784
train,sample_0028,11,1798,234,7.494430215031565,5.455321115357702,0.41263668574435297,82,127,0,51,52,46,2392,0.7516722408026756,108.19632925472747,22.795328142380423
train,sample_0028,12,21,22,3.044522437723423,3.091042453358316,0.545235088639551,89,93,5,10,6,5,30,0.7,91.0,7.761904761904762
train,sample_0028,13,215,78,5.3706380281276624,4.356708826689592,0.4440778570163087,83,102,36,53,18,20,360,0.5972222222222222,92.15348837209302,42.883720930232556
train,sample_0028,14,182,80,5.204006687076795,4.382026634673881,0.35735616434583894,86,107,44,61,18,22,396,0.4595959595959596,97.63736263736264,53.36813186813187
train,sample_0028,15,12,16,2.4849066497880004,2.772588722239781,0.5890486225480862,75,78,101,104,4,4,16,0.75,76.75,102.66666666666667
train,sample_0028,16,465,106,6.142037405587356,4.663439094112067,0.5200571676465837,82,105,99,127,29,24,696,0.6681034482758621,93.38279569892472,113.88172043010752
train,sample_0028,17,68,38,4.219507705176107,3.6375861597263857,0.5917681452745317,100,107,117,127,11,8,88,0.7727272727272727,103.05882352941177,122.11764705882354
train,sample_0028,18,10,14,2.302585092994046,2.6390573296152584,0.641141357875468,108,110,118,121,4,3,12,0.8333333333333334,108.8,119.7
train,sample_0028,19,190,68,5.247024072160486,4.219507705176107,0.5163517337215058,106,127,116,127,12,22,264,0.7196969696969697,117.72105263157894,122.92631578947369
train,sample_0029,1,1051,182,6.957497370876951,5.204006687076795,0.39872163735332355,0,42,0,39,40,43,1720,0.611046511627907,15.57373929590866,17.51569933396765
train,sample_0029,2,1332,220,7.194436851100335,5.393627546352362,0.34583482765137225,10,61,17,61,45,52,2340,0.5692307692307692,34.731231231231234,38.406906906906904
train,sample_0029,3,26,24,3.258096538021482,3.1780538303479458,0.5672320068981571,18,24,0,4,5,7,35,0.7428571428571429,21.5,1.5384615384615385
train,sample_0029,4,196,76,5.278114659230517,4.330733340286331,0.42642116350664777,23,46,0,11,12,24,288,0.6805555555555556,34.224489795918366,4.142857142857143
train,sample_0029,5,2,6,0.6931471805599453,1.791759469228055,0.6981317007977318,25,25,1,2,2,1,2,1.0,25.0,1.5
train,sample_0029,6,2163,262,7.679251425953058,5.568344503761097,0.3959713833526439,0,47,40,115,76,48,3648,0.5929276315789473,17.97272306981045,77.58067498844198
train,sample_0029,7,326,96,5.786897381366708,4.564348191467836,0.4445135438673058,36,59,0,20,21,24,504,0.6468253968253969,49.46319018404908,9.662576687116564
train,sample_0029,8,8392,584,9.035034150076132,6.369900982828227,0.30920723340361167,24,127,0,127,128,104,13312,0.6304086538461539,80.98832221163012,62.96139180171592
train,sample_0029,9,256,88,5.545177444479562,4.477336814478207,0.41541721039203877,32,54,54,73,20,23,460,0.5565217391304348,42.34765625,64.0234375
train,sample_0029,10,43,30,3.7612001156935624,3.4011973816621555,0.6003932626860493,0,5,105,113,9,6,54,0.7962962962962963,2.13953488372093,109.34883720930233
train,sample_0029,11,4,8,1.3862943611198906,2.0794415416798357,0.7853981633974483,3,4,105,106,2,2,4,1.0,3.5,105.5
train,sample_0029,12,203,62,5.313205979041787,4.127134385045092,0.6636246708415484,0,15,113,127,15,16,240,0.8458333333333333,6.679802955665025,120.83251231527093
train,sample_0029,13,192,72,5.2574953720277815,4.276666119016055,0.46542113386515455,12,27,100,119,20,16,320,0.6,19.5,110.16666666666667
train,sample_0029,14,212,76,5.356586274672012,4.330733340286331,0.46123105440514967,16,37,112,127,16,22,352,0.6022727272727273,25.70754716981132,120.5
train,sample_0029,15,235,78,5.459585514144159,4.356708826689592,0.48538742511084904,32,55,114,127,14,24,336,0.6994047619047619,43.268085106382976,122.38297872340425
train,sample_0029,16,1185,192,7.077498053569231,5.2574953720277815,0.4039482741432188,98,127,41,103,63,30,1890,0.626984126984127,117.0168776371308,70.85654008438819
train,sample_0029,17,368,114,5.908082938168931,4.736198448394496,0.3558344402957968,104,127,100,124,25,24,600,0.6133333333333333,115.45923913043478,110.88858695652173
